player_id,position,target_season,low_availability,high_availability,low_availability_PREVALENCE,low_availability_LOGIT_MINIMAL,low_availability_LOGIT_MINIMAL_fallback,low_availability_LOGIT_FULL,low_availability_LOGIT_FULL_fallback,high_availability_PREVALENCE,high_availability_LOGIT_MINIMAL,high_availability_LOGIT_MINIMAL_fallback,high_availability_LOGIT_FULL,high_availability_LOGIT_FULL_fallback
00-0029205,RB,2018,1,0,0.6816143497757847,0.6884746065523393,False,0.7030876402925099,False,0.1681614349775785,0.1859125190633025,False,0.1569990717540637,False
00-0029273,RB,2018,1,0,0.6816143497757847,0.7071409177192846,False,0.7852539677693557,False,0.1681614349775785,0.1722958987481228,False,0.10709680030480259,False
00-0029384,RB,2018,1,0,0.6816143497757847,0.819412489105556,False,0.8219870889294422,False,0.1681614349775785,0.06637207062227302,False,0.06120384797275863,False
00-0029492,RB,2018,0,0,0.6816143497757847,0.7509026907747589,False,0.7712355650990931,False,0.1681614349775785,0.10535245459382239,False,0.09486585025242447,False
00-0029613,RB,2018,0,1,0.6816143497757847,0.6842215543739184,False,0.7045595917533702,False,0.1681614349775785,0.16311554882036486,False,0.12149485866148452,False
00-0029615,RB,2018,1,0,0.6816143497757847,0.4691924343331433,False,0.4862677506512983,False,0.1681614349775785,0.3486295491067219,False,0.35789463058470106,False
00-0029795,RB,2018,1,0,0.6816143497757847,0.5900812469926562,False,0.7741910758297863,False,0.1681614349775785,0.24406073682702487,False,0.1299350352856519,False
00-0029854,RB,2018,1,0,0.6816143497757847,0.5934652197066262,False,0.5046548786280655,False,0.1681614349775785,0.22312450130160574,False,0.19289992550569643,False
00-0030107,RB,2018,0,1,0.6816143497757847,0.5584791317344339,False,0.6551041764838773,False,0.1681614349775785,0.2648678414116742,False,0.14813079751618105,False
00-0030117,RB,2018,1,0,0.6816143497757847,0.6162955153602422,False,0.6615855171571351,False,0.1681614349775785,0.1980218300274685,False,0.11862363178573206,False
00-0030287,RB,2018,1,0,0.6816143497757847,0.6193067121933115,False,0.6497108953353034,False,0.1681614349775785,0.2347349211643616,False,0.2816667611685558,False
00-0030404,RB,2018,0,0,0.6816143497757847,0.6176540492017644,False,0.7015377487823374,False,0.1681614349775785,0.2454066683908202,False,0.36073288984803076,False
00-0030433,RB,2018,1,0,0.6816143497757847,0.6492891158742331,False,0.7819061600284586,False,0.1681614349775785,0.2156007168621061,False,0.19554623498977688,False
00-0030456,RB,2018,0,0,0.6816143497757847,0.5584791317344339,False,0.6024145259526388,False,0.1681614349775785,0.2648678414116742,False,0.17953657864477346,False
00-0030485,RB,2018,1,0,0.6816143497757847,0.7490664927268141,False,0.81386620043637,False,0.1681614349775785,0.11432957276227135,False,0.058030789486755156,False
00-0030578,RB,2018,1,0,0.6816143497757847,0.48709228170655433,False,0.5333993582681725,False,0.1681614349775785,0.3618467846156514,False,0.2966350000977281,False
00-0030656,RB,2018,0,0,0.6816143497757847,0.48709228170655433,False,0.44303486872668746,False,0.1681614349775785,0.3618467846156514,False,0.2731464480475003,False
00-0030860,RB,2018,1,0,0.6816143497757847,0.6146379143183361,False,0.49101122930832536,False,0.1681614349775785,0.2074770100540441,False,0.26728023130491424,False
00-0030874,RB,2018,1,0,0.6816143497757847,0.666965621444601,False,0.6983898442084492,False,0.1681614349775785,0.16322369658933578,False,0.152695371112117,False
00-0031045,RB,2018,0,1,0.6816143497757847,0.5229026647258613,False,0.38330904799994175,False,0.1681614349775785,0.3112914823412555,False,0.4289985136842,False
00-0031055,RB,2018,1,0,0.6816143497757847,0.8704017009620396,False,0.8779593380921914,False,0.1681614349775785,0.047510741376480065,False,0.02649258966373868,False
00-0031075,RB,2018,1,0,0.6816143497757847,0.6965253278874586,False,0.7021733863481331,False,0.1681614349775785,0.14152722155249736,False,0.13420804502762515,False
00-0031102,RB,2018,0,0,0.6816143497757847,0.8074919705284382,False,0.7218961762380671,False,0.1681614349775785,0.09105204884239747,False,0.2089335441439385,False
00-0031209,RB,2018,0,0,0.6816143497757847,0.7245449263036507,False,0.779492624766217,False,0.1681614349775785,0.12229325485110237,False,0.08656136790165116,False
00-0031277,RB,2018,1,0,0.6816143497757847,0.7245449263036507,False,0.7579119841346483,False,0.1681614349775785,0.12229325485110237,False,0.0943822573524354,False
00-0031301,RB,2018,1,0,0.6816143497757847,0.6884746065523393,False,0.7797788356992501,False,0.1681614349775785,0.1859125190633025,False,0.07336918371979428,False
00-0031375,RB,2018,1,0,0.6816143497757847,0.7155119132251921,False,0.797500462134308,False,0.1681614349775785,0.16987460619569614,False,0.12344245931667258,False
00-0031390,RB,2018,1,0,0.6816143497757847,0.6146379143183361,False,0.6831053254893271,False,0.1681614349775785,0.2074770100540441,False,0.10969169589343598,False
00-0031577,RB,2018,0,0,0.6816143497757847,0.6275279667201255,False,0.5157858375297606,False,0.1681614349775785,0.18629278391414392,False,0.2902260764495418,False
00-0031599,RB,2018,1,0,0.6816143497757847,0.782062335608237,False,0.7970891741218838,False,0.1681614349775785,0.09186571646735751,False,0.044380072302855664,False
00-0031665,RB,2018,1,0,0.6816143497757847,0.7509026907747589,False,0.8115654596409205,False,0.1681614349775785,0.10535245459382239,False,0.07744744007196265,False
00-0031687,RB,2018,1,0,0.6816143497757847,0.7832537333859215,False,0.7800723707667439,False,0.1681614349775785,0.08710015721850695,False,0.05607607772480714,False
00-0031743,RB,2018,1,0,0.6816143497757847,0.5372408758671842,False,0.6971969491297602,False,0.1681614349775785,0.2765731409416726,False,0.1454272629107334,False
00-0031793,RB,2018,1,0,0.6816143497757847,0.8118095033851161,False,0.8731745127478842,False,0.1681614349775785,0.07344959472960629,False,0.02186918077309604,False
00-0031897,RB,2018,1,0,0.6816143497757847,0.6965253278874586,False,0.7618322374149257,False,0.1681614349775785,0.14152722155249736,False,0.11779298361879369,False
00-0031900,RB,2018,1,0,0.6816143497757847,0.6872402886629789,False,0.7215999716348895,False,0.1681614349775785,0.14776571724109616,False,0.16912704931549186,False
00-0031939,RB,2018,1,0,0.6816143497757847,0.8345026666454987,False,0.8755259609139189,False,0.1681614349775785,0.07278596787207711,False,0.03009369284691288,False
00-0031959,RB,2018,0,0,0.6816143497757847,0.8749314576581182,False,0.695891780739705,False,0.1681614349775785,0.046744033426015554,False,0.1244406241427502,False
00-0032048,RB,2018,1,0,0.6816143497757847,0.8542339231369843,False,0.9088254798845224,False,0.1681614349775785,0.05572990958256778,False,0.033557774922788185,False
00-0032063,RB,2018,1,0,0.6816143497757847,0.7796653916388292,False,0.6611584620028156,False,0.1681614349775785,0.10210439113738526,False,0.18164522164080282,False
00-0032104,RB,2018,0,0,0.6816143497757847,0.688743743859006,False,0.6716232385314801,False,0.1681614349775785,0.1405491274838077,False,0.10866011997360651,False
00-0032130,RB,2018,1,0,0.6816143497757847,0.8287951751774664,False,0.8672237480543351,False,0.1681614349775785,0.0739466875496609,False,0.06524758933740056,False
00-0032144,RB,2018,1,0,0.6816143497757847,0.5229026647258613,False,0.4557606787440281,False,0.1681614349775785,0.3112914823412555,False,0.3695482701398744,False
00-0032187,RB,2018,0,1,0.6816143497757847,0.781848331213522,False,0.778412799746435,False,0.1681614349775785,0.1237791361421274,False,0.09523271176748621,False
00-0032257,RB,2018,0,1,0.6816143497757847,0.48709228170655433,False,0.518504031951569,False,0.1681614349775785,0.3618467846156514,False,0.418733958063426,False
00-0032298,RB,2018,1,0,0.6816143497757847,0.8704017009620396,False,0.9195680174770137,False,0.1681614349775785,0.047510741376480065,False,0.026255101857145705,False
00-0032371,RB,2018,1,0,0.6816143497757847,0.6986273549951951,False,0.7394371861293462,False,0.1681614349775785,0.17474443814343624,False,0.1333776561075569,False
00-0032377,RB,2018,1,0,0.6816143497757847,0.725135294990461,False,0.7907153546558048,False,0.1681614349775785,0.15948121331235654,False,0.11026112001881148,False
00-0032393,RB,2018,1,0,0.6816143497757847,0.815863775701339,False,0.8807121710207123,False,0.1681614349775785,0.08054710676564625,False,0.04611291428992572,False
00-0032404,RB,2018,0,0,0.6816143497757847,0.819412489105556,False,0.803938953879411,False,0.1681614349775785,0.06637207062227302,False,0.07118819926713653,False
00-0032417,RB,2018,1,0,0.6816143497757847,0.7245449263036507,False,0.7688426937442261,False,0.1681614349775785,0.12229325485110237,False,0.09498954975059715,False
00-0032426,RB,2018,0,0,0.6816143497757847,0.5032316200310829,False,0.4055348825479315,False,0.1681614349775785,0.3114613099976553,False,0.3540252898356076,False
00-0032450,RB,2018,1,0,0.6816143497757847,0.7615450269287712,False,0.8552280216607189,False,0.1681614349775785,0.12299154478203711,False,0.07247383535903795,False
00-0032577,RB,2018,1,0,0.6816143497757847,0.7967762337061071,False,0.7752551151299191,False,0.1681614349775785,0.08442295764679897,False,0.09169314721477739,False
00-0032602,RB,2018,1,0,0.6816143497757847,0.6039297602180864,False,0.6687133269562969,False,0.1681614349775785,0.21450523653657963,False,0.2213628128918531,False
00-0032741,RB,2018,0,1,0.6816143497757847,0.6015849952264578,False,0.603222106931049,False,0.1681614349775785,0.23038813619439222,False,0.1953969846440839,False
00-0032780,RB,2018,1,0,0.6816143497757847,0.49903251081728817,False,0.4071580440033936,False,0.1681614349775785,0.3445834953385567,False,0.32033471492505045,False
00-0032782,RB,2018,1,0,0.6816143497757847,0.7000999587432921,False,0.7071955764488276,False,0.1681614349775785,0.16646762580101768,False,0.16197804296932064,False
00-0032794,RB,2018,1,0,0.6816143497757847,0.7490664927268141,False,0.8518212612510521,False,0.1681614349775785,0.11432957276227135,False,0.052396773290746206,False
00-0032804,RB,2018,1,0,0.6816143497757847,0.8583881431737657,False,0.9019161346949428,False,0.1681614349775785,0.05795064584476842,False,0.035986162500445874,False
00-0032940,RB,2018,1,0,0.6816143497757847,0.5032316200310829,False,0.6090675087978538,False,0.1681614349775785,0.3114613099976553,False,0.22715320394493954,False
00-0032964,RB,2018,1,0,0.6816143497757847,0.8428596512035992,False,0.8274869720926173,False,0.1681614349775785,0.060811089887145134,False,0.04725871137084875,False
00-0032972,RB,2018,0,1,0.6816143497757847,0.5532918548847802,False,0.6076372475361844,False,0.1681614349775785,0.3004176382505094,False,0.2120172642067026,False
00-0033025,RB,2018,0,1,0.6816143497757847,0.4691924343331433,False,0.5770214628998742,False,0.1681614349775785,0.3486295491067219,False,0.26459250499451237,False
00-0033045,RB,2018,1,0,0.6816143497757847,0.666965621444601,False,0.46777619920625235,False,0.1681614349775785,0.16322369658933578,False,0.332396636085885,False
00-0033118,RB,2018,0,1,0.6816143497757847,0.4691924343331433,False,0.46423916523758896,False,0.1681614349775785,0.3486295491067219,False,0.33752874043144887,False
00-0033293,RB,2018,0,0,0.6816143497757847,0.666965621444601,False,0.5498219434211237,False,0.1681614349775785,0.16322369658933578,False,0.207170397501092,False
00-0033295,RB,2018,1,0,0.6816143497757847,0.5032316200310829,False,0.6327973277976361,False,0.1681614349775785,0.3114613099976553,False,0.23593722288427246,False
00-0033296,RB,2018,0,0,0.6816143497757847,0.8387132919228736,False,0.881520986577082,False,0.1681614349775785,0.05667758064468956,False,0.040444958648924494,False
00-0033304,RB,2018,1,0,0.6816143497757847,0.8563129911843236,False,0.8630120183787319,False,0.1681614349775785,0.0483258007145014,False,0.046058178776902894,False
00-0033308,RB,2018,0,1,0.6816143497757847,0.4691924343331433,False,0.5313279616007978,False,0.1681614349775785,0.3486295491067219,False,0.28008770364069974,False
00-0033376,RB,2018,1,0,0.6816143497757847,0.7755197420528825,False,0.899820518528981,False,0.1681614349775785,0.0905163808566225,False,0.055075909228020914,False
00-0033384,RB,2018,1,0,0.6816143497757847,0.8563129911843236,False,0.8345589130928281,False,0.1681614349775785,0.0483258007145014,False,0.051893444125919036,False
00-0033413,RB,2018,1,0,0.6816143497757847,0.8722846442268991,False,0.8844630605380458,False,0.1681614349775785,0.041151018663108906,False,0.03898226391349379,False
00-0033526,RB,2018,1,0,0.6816143497757847,0.570907113195623,False,0.572737124721739,False,0.1681614349775785,0.2442068918264187,False,0.23248029447409407,False
00-0033553,RB,2018,0,0,0.6816143497757847,0.6039297602180864,False,0.6369887249596374,False,0.1681614349775785,0.21450523653657963,False,0.14073533728544438,False
00-0033556,RB,2018,1,0,0.6816143497757847,0.4691924343331433,False,0.2152150374243542,False,0.1681614349775785,0.3486295491067219,False,0.8559323231734559,False
00-0033567,RB,2018,1,0,0.6816143497757847,0.819412489105556,False,0.9060833228222247,False,0.1681614349775785,0.06637207062227302,False,0.05748301594726952,False
00-0033581,RB,2018,1,0,0.6816143497757847,0.8387132919228736,False,0.9546676414307124,False,0.1681614349775785,0.05667758064468956,False,0.04514821959693385,False
00-0033594,RB,2018,1,0,0.6816143497757847,0.819412489105556,False,0.7637964279732732,False,0.1681614349775785,0.06637207062227302,False,0.10471195500136209,False
00-0033596,RB,2018,1,0,0.6816143497757847,0.570907113195623,False,0.7336604975005362,False,0.1681614349775785,0.2442068918264187,False,0.12914631089255263,False
00-0033699,RB,2018,1,0,0.6816143497757847,0.5372408758671842,False,0.6567350310661768,False,0.1681614349775785,0.2765731409416726,False,0.2254587843177834,False
00-0033748,RB,2018,1,0,0.6816143497757847,0.7983572960616192,False,0.789350433456041,False,0.1681614349775785,0.07758837947439452,False,0.09736437664365616,False
00-0033760,RB,2018,1,0,0.6816143497757847,0.8722846442268991,False,0.8914080975719809,False,0.1681614349775785,0.041151018663108906,False,0.03557714348028035,False
00-0033838,RB,2018,1,0,0.6816143497757847,0.7509026907747589,False,0.7510241068672893,False,0.1681614349775785,0.10535245459382239,False,0.09256060367885954,False
00-0033893,RB,2018,0,0,0.6816143497757847,0.819412489105556,False,0.5308985204278176,False,0.1681614349775785,0.06637207062227302,False,0.19518001563598447,False
00-0033897,RB,2018,0,1,0.6816143497757847,0.5372408758671842,False,0.5257512173802291,False,0.1681614349775785,0.2765731409416726,False,0.2645357540164377,False
00-0033925,RB,2018,1,0,0.6816143497757847,0.6965253278874586,False,0.7323330485783874,False,0.1681614349775785,0.14152722155249736,False,0.14746671037210193,False
00-0033948,RB,2018,0,1,0.6816143497757847,0.5032316200310829,False,0.5852642644697503,False,0.1681614349775785,0.3114613099976553,False,0.2715043769168718,False
00-0033950,RB,2018,0,0,0.6816143497757847,0.570907113195623,False,0.5025100037416194,False,0.1681614349775785,0.2442068918264187,False,0.24918999393699584,False
00-0033951,RB,2018,1,0,0.6816143497757847,0.5372408758671842,False,0.6300379634826881,False,0.1681614349775785,0.2765731409416726,False,0.219091078870312,False
00-0033955,RB,2018,1,0,0.6816143497757847,0.8722846442268991,False,0.9006812968038352,False,0.1681614349775785,0.041151018663108906,False,0.032941678477436696,False
00-0022921,WR,2018,0,1,0.6788079470198676,0.4561965438068867,False,0.8045432506613719,False,0.19039735099337748,0.32402253538342335,False,0.02079552760868615,False
00-0024334,WR,2018,1,0,0.6788079470198676,0.8094533777437267,False,0.7770652829072858,False,0.19039735099337748,0.08367207888640028,False,0.10044644380907047,False
00-0026176,WR,2018,0,1,0.6788079470198676,0.4987140907360378,False,0.5901041638826052,False,0.19039735099337748,0.3112022443364415,False,0.22276424677501144,False
00-0026189,WR,2018,0,0,0.6788079470198676,0.5377754191104108,False,0.4568987680398175,False,0.19039735099337748,0.2623880798282061,False,0.3449586751395442,False
00-0026224,WR,2018,1,0,0.6788079470198676,0.9086177671638278,False,0.9589915555304234,False,0.19039735099337748,0.04878943661648091,False,0.02463942655250239,False
00-0026345,WR,2018,1,0,0.6788079470198676,0.7262166056262045,False,0.61461183609151,False,0.19039735099337748,0.12519536841106718,False,0.24312629913115494,False
00-0026901,WR,2018,1,0,0.6788079470198676,0.4920588548317961,False,0.4388161091099311,False,0.19039735099337748,0.29184421029657526,False,0.3498817708273441,False
